user,revenue,units,ls_date,tsls,rating,ttp,total_sessions,completed,completed_post,win_rate,tries,device,tbs,tsad
9050,0,0,20150527,68673,0,2722,7,0.333333333333,0.622222222222,0.615384615385,13.0,iphone,18073.8333333,178146
3314,0,0,0,0,-1,0,1,0.177777777778,0.177777777778,0.142857142857,7.0,ipad,0,109112
4513,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,259104
2399,0,0,0,0,-1,0,1,0.133333333333,0.177777777778,0,0,iphone,0,71
9944,0,0,20150526,141022,0,497,4,0.222222222222,0.222222222222,0.5,6.0,iphone,37415.3333333,167570
3509,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,37435
7042,0,0,20150525,175952,0,1651,1,0.222222222222,0.222222222222,0.75,4.0,iphone,0,177604
7786,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,iphone,0,198698
8797,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,0,12628
7148,0,0,0,0,0,0,1,0.2,0.333333333333,0.75,4.0,ipad,0,355
7415,0,0,20150526,105231,-1,165,2,0.155555555556,0.155555555556,0.5,4.0,ipad,68447.0,105397
271,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,84818
539,0,0,20150525,220903,0,268,2,0.177777777778,0.177777777778,0.25,8.0,iphone,1271.0,221172
7106,0,0,0,0,0,0,1,0.311111111111,0.311111111111,0.923076923077,13.0,ipad,0,5058
3138,0,0,20150527,45310,0,4451,25,0.4,0.444444444444,0.5,22.0,iphone,8629.91666667,252448
8845,0,0,20150527,4424,1,14803,8,0.888888888889,0.888888888889,0.386666666667,75.0,iphone,8372.42857143,63977
1438,0,0,20150527,109,0,10031,32,0.666666666667,1.0,0.560975609756,82.0,iphone,2904.25806452,90091
7448,0,0,20150525,195543,0,2170,6,0.488888888889,0.488888888889,0.65,20.0,iphone,5595.4,216832
9420,0,0,0,0,-1,0,1,0.155555555556,0.333333333333,1.0,2.0,iphone,0,87505
5730,0,0,20150527,64502,-1,1678,9,0.155555555556,0.155555555556,0.115384615385,26.0,ipad,11455.875,156305
535,0,0,20150527,49513,0,2702,12,0.4,0.4,0.583333333333,24.0,iphone,15285.2727273,205744
3830,0,0,20150527,39420,0,1991,1,0.4,0.4,0.684210526316,19.0,ipod,0,41412
6293,0,0,20150527,55658,-1,133,1,0.133333333333,0.155555555556,1.0,1.0,iphone,0,55792
6259,0,0,20150527,40265,-1,267,2,0.133333333333,0.133333333333,0.5,2.0,ipad,299.0,40533
5219,0,0,20150527,28269,0,589,1,0.155555555556,0.222222222222,1.0,2.0,iphone,0,28859
2409,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,223383
9565,0,0,20150527,3483,1,475,4,0.333333333333,0.333333333333,1.0,8.0,iphone,4583.66666667,16846
6652,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,201166
6958,0,0,20150525,246841,0,2511,3,0.333333333333,0.333333333333,0.583333333333,12.0,ipod,1421.0,249420
9402,0,0,20150527,13776,0,4247,4,0.444444444444,0.844444444444,0.619047619048,21.0,iphone,5757.66666667,33372
9206,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,iphone,0,152042
8475,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,201600
7845,0,0,20150527,30141,0,6135,7,0.422222222222,0.422222222222,0.742857142857,35.0,ipad,4534.83333333,57590
1192,0,0,20150527,15263,0,1477,2,0.222222222222,0.222222222222,0.833333333333,12.0,iphone,4415.0,19957
663,0,0,20150527,44942,-1,9250,29,0.622222222222,0.666666666667,0.426829268293,82.0,iphone,5973.28571429,213373
3888,0,0,20150526,116776,-1,176,2,0.133333333333,0.133333333333,1.0,1.0,ipad,91392.0,116953
7202,0,0,20150527,1394,0,2126,3,0.4,0.4,0.666666666667,18.0,ipad,93470.0,188764
7643,0,0,0,0,0,0,1,0.288888888889,0.288888888889,0.75,12.0,ipad,0,190925
168,0,0,20150527,5823,0,62563,13,0.555555555556,0.777777777778,0.586206896552,29.0,ipad,16634.1666667,216075
7784,0,0,20150527,5341,0,538,2,0.222222222222,0.288888888889,1.0,3.0,iphone,73.0,5900
2063,0,0,20150527,68283,0,507,3,0.177777777778,0.222222222222,0.666666666667,6.0,iphone,41835.5,151957
841,0,0,20150527,52012,-1,14,2,0.133333333333,0.133333333333,0,0,iphone,147.0,52168
5957,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,154350
851,0,0,20150526,118986,0,128,2,0.222222222222,0.222222222222,1.0,3.0,iphone,564.0,119115
7912,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,iphone,0,254850
1373,0,0,20150527,7915,1,5744,5,0.333333333333,0.444444444444,0.447368421053,38.0,ipad,10166.75,49905
4040,0,0,20150527,5166,1,8864,6,0.222222222222,0.222222222222,1.0,6.0,iphone,20564.0,109314
5623,0,0,20150527,10404,-1,1474,8,0.155555555556,0.155555555556,0.0555555555556,18.0,ipad,21280.0,159399
5791,0,0,20150527,9920,-1,108,1,0.133333333333,0.355555555556,1.0,1.0,iphone,0,10029
81,0,0,20150527,8411,0,3444,13,0.444444444444,0.444444444444,0.652173913043,23.0,iphone,14756.0,185572
3498,0,0,20150526,126008,0,882,3,0.355555555556,0.355555555556,0.9,10.0,iphone,10505.5,129436
4946,0,0,20150526,95151,0,462,3,0.222222222222,0.222222222222,1.0,2.0,ipad,52786.5,200918
9296,0,0,20150526,113854,0,4971,3,0.666666666667,0.666666666667,0.634146341463,41.0,iphone,84278.5,201307
4712,0,0,20150527,20925,0,1719,4,0.444444444444,0.444444444444,0.666666666667,18.0,iphone,4737.66666667,35113
7491,0,0,20150525,196901,-1,71,2,0.133333333333,0.133333333333,0,0,ipad,6165.0,196973
7629,0,0,20150527,54768,0,4273,15,0.444444444444,0.711111111111,0.75,24.0,iphone,1866.57142857,81221
5962,0,0,20150526,171539,0,281,3,0.177777777778,0.177777777778,0.75,4.0,iphone,8224.5,183126
8059,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,177297
6854,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,12785
1933,0,0,20150525,243415,0,18,2,0.333333333333,0.333333333333,1.0,7.0,iphone,569.0,243434
2411,0,0,20150527,21371,-1,120,2,0.133333333333,0.133333333333,1.0,1.0,iphone,99205.0,120588
5627,0,0,20150525,204424,0,976,3,0.355555555556,0.355555555556,1.0,9.0,iphone,27824.5,249274
9431,0,0,20150527,15728,0,10696,27,0.666666666667,0.777777777778,0.583333333333,36.0,iphone,3561.80769231,109284
6603,0,0,20150525,189829,0,501,2,0.333333333333,0.333333333333,0.777777777778,9.0,iphone,92893.0,190331
4984,0,0,0,0,0,0,1,0.266666666667,0.266666666667,0.833333333333,6.0,ipad,0,89213
7530,0,0,20150526,122556,0,758,2,0.177777777778,0.177777777778,0.285714285714,7.0,iphone,8369.0,123315
2721,0,0,20150527,40799,0,1491,2,0.333333333333,0.444444444444,0.5,14.0,iphone,10761.0,52444
8215,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,101250
8251,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,59890
2042,0,0,0,0,-1,0,1,0.155555555556,0.4,0.5,2.0,ipad,0,212
9647,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,2949
1241,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,155558
1249,0,0,20150526,128198,0,3302,2,0.444444444444,0.444444444444,0.722222222222,18.0,ipad,81865.0,210528
5749,0,0,20150526,156358,0,26308,9,0.222222222222,0.222222222222,1.0,2.0,iphone,10905.875,244614
8584,0,0,20150527,21024,0,13928,21,0.888888888889,0.888888888889,0.297872340426,94.0,iphone,11858.35,258192
4493,0,0,0,0,0,0,1,0.288888888889,0.288888888889,0.857142857143,7.0,iphone,0,53242
7635,0,0,20150527,32619,0,3108,3,0.288888888889,0.333333333333,0.153846153846,39.0,iphone,42306.5,117606
2041,0,0,20150527,12745,0,6832,6,0.4,0.888888888889,1.0,11.0,ipod,4095.0,34589
6163,0,0,20150526,163703,0,3325,4,0.311111111111,0.311111111111,0.347826086957,23.0,ipod,30820.3333333,256691
8559,0,0,20150525,190983,0,992,2,0.288888888889,0.288888888889,0.75,8.0,iphone,42570.0,191976
7939,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0,0,iphone,0,106391
2686,0,0,20150527,21198,0,4379,5,0.333333333333,0.333333333333,0.555555555556,36.0,ipad,16564.75,88321
6709,0,0,20150526,108321,0,2662,7,0.4,0.4,0.633333333333,30.0,ipad,15475.3333333,201174
4716,0,0,20150527,79267,0,12082,1,0.311111111111,0.311111111111,0.6,20.0,ipad,0,91350
7102,0,0,20150525,214941,0,404,2,0.2,0.333333333333,1.0,4.0,iphone,43046.0,258116
2568,0,0,20150525,196907,0,2736,3,0.622222222222,0.622222222222,0.727272727273,33.0,ipad,7951.5,199644
6008,0,0,20150525,233754,0,1434,3,0.333333333333,0.333333333333,0.615384615385,13.0,ipad,911.5,235350
2256,0,0,20150527,6594,0,445,1,0.177777777778,0.444444444444,1.0,3.0,iphone,0,7040
6167,0,0,20150527,17621,0,1991,4,0.333333333333,0.555555555556,0.888888888889,9.0,iphone,13259.6666667,57990
5384,0,0,20150527,18547,0,4547,4,0.577777777778,0.666666666667,0.730769230769,26.0,ipad,27443.6666667,102652
7795,0,0,20150527,10497,1,4279,4,0.333333333333,0.444444444444,0.538461538462,13.0,iphone,9787.66666667,40845
2712,0,0,20150527,23532,0,4770,11,0.333333333333,0.4,0.5625,16.0,iphone,10576.5,129736
3267,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,191605
9417,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,ipod,0,253414
3823,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,ipad,0,175288
8501,0,0,20150526,111584,0,617,2,0.288888888889,0.288888888889,1.0,6.0,ipad,25422.0,112202
4464,0,0,20150526,165064,0,426,2,0.333333333333,0.333333333333,0.466666666667,15.0,ipad,63681.0,165491
5135,0,0,20150527,955,0,1173,3,0.311111111111,0.355555555556,0.857142857143,14.0,iphone,22146.0,46355
1655,0,0,20150527,44689,0,3676,8,0.288888888889,0.288888888889,0.555555555556,18.0,iphone,24348.1428571,215127
5090,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipod,0,220164
3853,0,0,20150527,2398,0,14115,8,0.822222222222,1.0,0.545454545455,55.0,iphone,24554.0,175903
2466,0,0,20150525,203109,0,216,2,0.222222222222,0.222222222222,1.0,3.0,ipad,370.0,203326
1796,0,0,20150527,39290,0,3900,6,0.333333333333,0.333333333333,0.733333333333,15.0,ipod,14625.8,112859
4325,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.5,6.0,iphone,0,120482
4575,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,4.0,iphone,0,47826
3503,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,192901
7914,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,241954
1197,0,0,20150526,169407,0,295,1,0.177777777778,0.177777777778,0.666666666667,3.0,iphone,0,169703
6257,0,0,20150526,102627,0,1920,3,0.4,0.4,0.727272727273,22.0,iphone,47320.5,119427
6499,0,0,20150527,82685,-1,2675,5,0.288888888889,0.288888888889,1.0,7.0,ipod,16733.25,149588
6989,0,0,20150527,4011,0,2105,4,0.222222222222,0.333333333333,0.75,4.0,iphone,19146.6666667,61456
2971,0,0,20150527,13490,0,1267,3,0.222222222222,0.666666666667,1.0,3.0,iphone,521.5,14839
9588,0,0,20150527,28657,0,2515,5,0.4,0.4,0.916666666667,12.0,iphone,13602.75,83465
1615,0,0,20150527,10361,0,3035,1,0.222222222222,0.222222222222,0.75,4.0,iphone,0,13397
4323,0,0,20150525,185755,-1,416,3,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,2525.0,190779
3452,0,0,20150526,132707,0,3563,4,0.444444444444,0.555555555556,0.923076923077,13.0,iphone,2662.0,142060
6038,0,0,20150527,19952,0,977,2,0.266666666667,0.355555555556,0.714285714286,7.0,iphone,2345.0,22977
1776,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,91606
291,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,108819
8658,0,0,0,0,0,0,1,0.266666666667,0.266666666667,1.0,5.0,iphone,0,1247
4261,0,0,20150527,24449,-1,169,2,0.133333333333,0.2,0,0,iphone,198143.0,222595
5059,0,0,20150525,196474,0,57,2,0.444444444444,0.444444444444,0.785714285714,14.0,ipad,627.0,196532
4025,0,0,0,0,0,0,1,0.155555555556,0.155555555556,0.666666666667,3.0,iphone,0,194090
451,0,0,0,0,0,0,1,0.177777777778,0.177777777778,0.6,5.0,iphone,0,65921
2329,0,0,20150526,153637,0,2400,4,0.222222222222,0.222222222222,0.375,8.0,ipad,17079.3333333,166009
8487,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,iphone,0,23267
9411,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,0,43765
6414,0,0,20150525,248296,-1,87,2,0.133333333333,0.133333333333,0.5,2.0,iphone,386.0,248384
2981,0,0,20150525,187667,-1,229,2,0.155555555556,0.155555555556,0.666666666667,3.0,iphone,236.0,187897
5441,0,0,20150527,54525,0,531,3,0.288888888889,0.288888888889,0.555555555556,9.0,ipad,22935.5,97122
8552,0,0,20150527,46992,0,3194,6,0.4,0.4,0.466666666667,30.0,ipad,32560.6,173015
2873,0,0,20150525,243853,-1,140,2,0.155555555556,0.155555555556,0.5,2.0,iphone,29636.0,243994
4546,0,0,20150525,193543,0,101,2,0.177777777778,0.177777777778,0.5,4.0,ipad,48657.0,193645
732,0,0,20150527,73172,0,5132,3,0.444444444444,0.444444444444,1.0,11.0,ipad,49590.5,167653
9249,0,0,20150527,34588,-1,1798,3,0.222222222222,0.288888888889,0.6,5.0,ipad,10047.0,54936
5278,0,0,20150527,85709,-1,51,2,0.133333333333,0.133333333333,0,0,ipod,421.0,85761
7987,0,0,20150527,34808,0,4587,8,0.222222222222,0.222222222222,0.8,10.0,iphone,11287.4285714,113516
3773,0,0,20150527,4754,-1,62,3,0.133333333333,0.133333333333,0,0,iphone,108.5,4846
6491,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,176680
5520,0,0,20150527,24402,-1,659,2,0.155555555556,0.222222222222,0.5,6.0,iphone,4010.0,28417
6300,0,0,20150527,5116,0,9654,6,0.666666666667,0.666666666667,0.247863247863,117.0,ipad,18193.0,96077
699,0,0,20150527,19400,0,2805,5,0.377777777778,0.444444444444,0.551724137931,29.0,ipod,19067.75,96320
1523,0,0,20150526,92938,0,530,1,0.2,0.2,0.666666666667,6.0,iphone,0,93469
3787,0,0,0,0,0,0,1,0.222222222222,0.266666666667,1.0,3.0,ipad,0,153884
2642,0,0,20150525,206921,0,811,3,0.288888888889,0.288888888889,0.533333333333,15.0,iphone,9749.0,207878
9800,0,0,20150527,11266,0,4673,18,0.444444444444,0.444444444444,0.541666666667,24.0,iphone,14275.2941176,253948
4099,0,0,20150527,43430,0,7456,12,0.333333333333,0.333333333333,0.395833333333,48.0,iphone,6673.45454545,117855
9009,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,171176
5805,0,0,20150527,51560,0,3558,2,0.4,0.444444444444,0.857142857143,14.0,iphone,54980.0,109702
8698,0,0,20150527,46907,0,2,2,0.2,0.2,1.0,4.0,ipad,46.0,46910
7227,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.75,4.0,ipad,0,46800
6364,0,0,20150527,11078,1,15666,5,0.555555555556,0.555555555556,0.512195121951,41.0,ipad,18446.25,88276
5779,0,0,20150527,7056,0,3647,10,0.333333333333,0.333333333333,0.177777777778,45.0,iphone,26815.7777778,248740
8793,0,0,20150527,4354,0,2796,8,0.355555555556,0.444444444444,0.571428571429,21.0,iphone,3203.71428571,27602
2569,0,0,20150527,55313,0,1498,4,0.222222222222,0.222222222222,0.6,5.0,iphone,2247.0,61963
2949,0,0,20150527,12452,-1,333,1,0.155555555556,0.555555555556,1.0,2.0,iphone,0,12786
6016,0,0,20150527,14824,0,2240,8,0.311111111111,0.511111111111,0.705882352941,17.0,iphone,3077.0,37146
8894,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,116868
8640,0,0,20150526,133657,0,1500,2,0.288888888889,0.333333333333,1.0,7.0,iphone,3869.0,138772
3001,0,0,20150527,9564,0,12759,25,0.333333333333,0.577777777778,0.833333333333,12.0,iphone,8106.45833333,205234
1361,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,88259
9624,0,0,20150525,193672,0,1281,2,0.222222222222,0.222222222222,1.0,3.0,ipad,1680.0,194954
9580,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,181245
8437,0,0,20150525,191662,-1,7,3,0,0,0,0,ipad,79.5,191762
11,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,184919
8674,0,0,20150526,92031,0,1382,6,0.288888888889,0.288888888889,0.714285714286,14.0,ipod,23845.2,209188
6675,0,0,20150527,4053,0,4427,4,0.466666666667,1.0,0.65,20.0,iphone,2901.66666667,14645
7915,0,0,20150526,89839,-1,20,1,0,0.666666666667,0,0,ipad,0,89860
16,0,0,20150526,115579,0,315,3,0.266666666667,0.266666666667,0.714285714286,7.0,iphone,1236.5,118034
9042,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,150989
677,0,0,0,0,0,0,1,0.288888888889,0.288888888889,0.318181818182,22.0,iphone,0,119691
4488,0,0,20150527,7425,0,2328,5,0.4,0.4,0.5,20.0,ipad,8132.0,40491
4930,0,0,20150527,4835,0,1487,4,0.333333333333,0.355555555556,0.5,14.0,iphone,2360.66666667,12526
8851,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,121390
1743,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,173612
4612,0,0,20150526,99795,0,334,2,0.155555555556,0.222222222222,0.4,5.0,ipad,552.0,100350
5361,0,0,20150526,122360,0,7839,4,0.444444444444,0.444444444444,0.714285714286,21.0,ipad,39182.3333333,157882
62,0,0,20150527,66945,0,15446,16,0.888888888889,0.888888888889,0.53781512605,119.0,ipod,6757.4,168231
1489,0,0,20150527,80183,0,19159,12,0.666666666667,0.666666666667,0.381443298969,97.0,ipad,18246.5454545,204822
5799,0,0,20150526,121955,0,3964,2,0.466666666667,0.555555555556,0.695652173913,23.0,ipad,84078.0,208263
9609,0,0,20150527,8206,0,2213,9,0.4,0.511111111111,0.8125,16.0,iphone,20364.5,171124
7602,0,0,0,0,0,0,1,0.222222222222,0.555555555556,0.75,4.0,iphone,0,605
9468,0,0,20150527,14908,-1,889,2,0.177777777778,0.222222222222,0.0909090909091,11.0,iphone,5850.0,21032
6063,0,0,0,0,0,0,1,0.333333333333,0.333333333333,0.846153846154,13.0,iphone,0,176978
2240,0,0,20150525,240549,0,372,3,0.177777777778,0.177777777778,0.285714285714,7.0,iphone,4697.0,243635
983,0,0,20150527,48403,-1,1,2,0.155555555556,0.155555555556,0,0,iphone,18.0,48405
8401,0,0,20150525,236715,-1,12,2,0.133333333333,0.133333333333,0.5,2.0,ipad,78.0,236728
1816,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,37335
9881,0,0,20150527,46520,-1,1,2,0.133333333333,0.133333333333,1.0,1.0,iphone,1607.0,46522
8983,0,0,20150526,109412,-1,13,2,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,1686.0,109426
5101,0,0,20150527,2825,0,4756,10,0.555555555556,0.555555555556,0.551724137931,29.0,iphone,9751.77777778,91113
8898,0,0,20150527,575,1,12054,13,0.777777777778,1.11111111111,0.529411764706,68.0,ipad,14674.25,178101
8143,0,0,20150527,6142,0,456,3,0.177777777778,0.177777777778,1.0,3.0,ipad,2287.5,10720
8090,0,0,20150527,13728,0,1842,16,0.266666666667,0.511111111111,0.346153846154,26.0,iphone,7793.46666667,130632
8340,0,0,20150526,109102,0,1129,7,0.333333333333,0.333333333333,1.0,8.0,ipad,2213.5,121125
4045,0,0,20150527,329,-1,282,3,0.155555555556,0.444444444444,1.0,2.0,iphone,438.5,1373
8042,0,0,20150527,27070,-1,10046,6,0.733333333333,0.888888888889,0.436363636364,55.0,iphone,30737.0,183974
366,0,0,20150525,185699,-1,178,3,0.133333333333,0.133333333333,0.333333333333,3.0,ipad,5791.0,193738
7699,0,0,20150527,16363,0,1847,4,0.4,0.444444444444,0.733333333333,15.0,iphone,636.0,18283
2881,0,0,20150526,105567,0,1305,5,0.288888888889,0.355555555556,0.9,10.0,iphone,20984.0,189690
3477,0,0,20150525,257348,-1,1,1,0,0.155555555556,0,0,iphone,0,257350
22,0,0,20150526,133105,0,890,3,0.355555555556,0.355555555556,0.380952380952,21.0,iphone,5109.0,143282
7829,0,0,20150527,29533,1,502,4,0.177777777778,0.177777777778,0.4,5.0,ipad,74074.3333333,251735
7792,0,0,20150526,113793,0,374,2,0.2,0.2,0.5,6.0,iphone,1088.0,114168
9215,0,0,20150525,237101,0,342,3,0.177777777778,0.177777777778,0.5,6.0,iphone,4351.0,245798
6486,0,0,20150527,7992,0,983,3,0.266666666667,0.444444444444,0.625,8.0,ipad,13754.0,35501
7122,0,0,0,0,0,0,1,0.333333333333,0.333333333333,0.4,15.0,ipad,0,99140
7650,0,0,20150527,36370,0,5040,11,0.555555555556,0.555555555556,0.540540540541,37.0,ipod,15819.1,193554
8236,0,0,20150526,140506,0,1871,8,0.333333333333,0.333333333333,0.875,8.0,iphone,10534.7142857,214226
7834,0,0,20150527,1877,0,3070,1,0.266666666667,0.444444444444,0.875,8.0,iphone,0,4948
8271,0,0,20150527,34637,-1,327,1,0.155555555556,0.222222222222,0.25,4.0,iphone,0,34965
1200,0,0,20150525,184547,0,88,2,0.333333333333,0.333333333333,0.5,18.0,ipad,13476.0,184636
795,0,0,20150525,220287,0,28,2,0.266666666667,0.266666666667,0.454545454545,11.0,ipad,35.0,220316
1254,0,0,20150526,150365,0,1842,3,0.333333333333,0.333333333333,0.777777777778,9.0,ipad,11661.5,152534
4579,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,0,56672
2905,0,0,20150527,24378,0,3495,3,0.555555555556,0.555555555556,0.8,20.0,ipad,53686.0,133941
422,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,194876
328,0,0,20150525,193664,-1,251,1,0.155555555556,0.155555555556,0.5,2.0,iphone,0,193916
3064,0,0,20150527,77634,0,622,1,0.222222222222,0.222222222222,1.0,3.0,ipod,0,78257
8579,0,0,20150527,10175,0,862,1,0.222222222222,0.4,0.5,6.0,iphone,0,11038
2175,0,0,20150527,57765,-1,1823,26,0.133333333333,0.133333333333,0.0833333333333,12.0,ipad,7467.84,244626
4429,0,0,20150527,10897,-1,264,1,0.133333333333,0.222222222222,1.0,1.0,ipod,0,11162
4296,0,0,20150525,192398,-1,141,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,192540
7907,0,0,20150527,76786,0,3718,2,0.222222222222,0.222222222222,1.0,3.0,ipad,173176.0,251599
7055,0,0,20150526,134136,0,4098,3,0.444444444444,0.444444444444,0.846153846154,13.0,ipad,22118.0,178864
7505,0,0,0,0,0,0,1,0.177777777778,0.444444444444,0.5,4.0,iphone,0,49961
5449,0,0,20150527,42251,0,1221,2,0.266666666667,0.266666666667,0.333333333333,12.0,iphone,1249.0,43473
458,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,iphone,0,3823
6931,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,20624
7321,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,70334
9741,0,0,0,0,0,0,1,0.266666666667,0.266666666667,0.833333333333,6.0,iphone,0,195762
5429,0,0,20150527,48432,0,4737,4,0.288888888889,0.333333333333,0.195652173913,46.0,ipad,1383.33333333,54562
3541,0,0,20150526,168674,0,4613,11,0.444444444444,0.444444444444,0.454545454545,33.0,iphone,7830.4,178168
2955,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,202105
2833,0,0,20150525,188362,0,225,3,0.177777777778,0.177777777778,0.428571428571,7.0,ipad,38117.0,199032
6148,0,0,20150525,244415,-1,139,2,0.133333333333,0.133333333333,1.0,1.0,iphone,61554.0,244555
2746,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,0,127280
3654,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,198352
7889,0,0,20150527,6534,0,2110,2,0.377777777778,0.444444444444,0.565217391304,23.0,iphone,2155.0,8645
8833,0,0,20150526,139386,-1,2533,4,0.177777777778,0.177777777778,0.0392156862745,51.0,ipad,31370.0,216442
1169,0,0,0,0,0,0,1,0.266666666667,0.266666666667,0.5,12.0,iphone,0,175909
5663,0,0,20150526,124920,0,1041,3,0.222222222222,0.333333333333,1.0,3.0,iphone,43460.5,212074
7369,0,0,20150525,206088,0,1871,4,0.222222222222,0.222222222222,0.6,5.0,iphone,7716.0,229221
5276,0,0,20150527,22499,0,6273,14,0.466666666667,0.555555555556,0.547619047619,42.0,ipad,13829.0769231,203796
5794,0,0,20150527,10132,0,4408,12,0.222222222222,0.222222222222,0.344827586207,29.0,ipod,10142.7272727,122191
6000,0,0,20150527,22899,0,100,2,0.222222222222,0.222222222222,0.5,6.0,ipad,232.0,23000
4813,0,0,0,0,0,0,1,0.288888888889,0.288888888889,1.0,8.0,iphone,0,135267
3247,0,0,20150527,62125,0,3984,5,0.444444444444,0.666666666667,0.764705882353,17.0,iphone,6609.0,88500
6587,0,0,20150527,4462,0,3777,3,0.266666666667,0.444444444444,1.0,6.0,iphone,53604.0,113254
2243,0,0,20150527,27961,0,4914,7,0.6,0.888888888889,0.411764705882,51.0,iphone,33977.3333333,232742
3014,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.6,5.0,iphone,0,185433
9257,0,0,20150527,14689,0,319,3,0.177777777778,0.222222222222,0.666666666667,3.0,ipad,14440.0,43875
2165,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,24549
1777,0,0,20150527,12982,0,8294,7,0.222222222222,0.444444444444,1.0,2.0,iphone,27431.0,179471
8146,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,ipad,0,33579
8944,0,0,20150526,87337,0,3339,9,0.333333333333,0.333333333333,0.322580645161,31.0,iphone,9414.75,162626
6286,0,0,20150527,11635,0,6745,9,0.488888888889,0.555555555556,0.516129032258,31.0,ipad,11726.125,106692
4682,0,0,20150526,111515,1,1160,1,0.266666666667,0.266666666667,0.571428571429,7.0,ipad,0,112676
2775,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,80080
7217,0,0,20150527,31666,0,12382,24,0.733333333333,0.888888888889,0.471698113208,53.0,iphone,8138.2173913,219868
9949,0,0,20150525,176864,0,1278,2,0.288888888889,0.288888888889,0.304347826087,23.0,ipad,78874.0,178143
7223,0,0,20150526,163778,0,2392,3,0.4,0.4,0.75,20.0,iphone,61051.0,212027
